date,temperature_C,precipitation_mmd,pet_mmd,streamflow_mmd,aet_mm,SM_%
1992-08-20,16.6822228259409,0.0,1.52823845080492,0.12,2.27249189610443,0.125588561568237
1992-08-21,15.4883303141068,0.0,2.13493118856117,0.12,1.19909435630806,0.123821347179256
1992-08-22,15.1942693152965,0.62,2.15586911016279,0.12,1.62281836833685,0.12598603696737
1992-08-23,13.4504501154003,6.54,3.01622024695653,0.13,2.10063778945515,0.141083908778584
1992-08-24,15.1651020457396,3.76,2.67324043059212,0.14,2.39618997420034,0.155859200646696
1992-08-25,16.4574132827028,0.1,3.57254985008151,0.12,2.26259611306652,0.144503203942357
1992-08-26,13.9450347842957,10.33,1.52660627704525,0.15,2.79723915361589,0.145243658183966
1992-08-27,14.2758185597434,9.72,0.773152490295049,0.34,1.58908058919253,0.182623781615807
1992-08-28,14.7223051386458,0.01,2.56139546576868,0.23,1.43493029379076,0.173355427736409
1992-08-29,12.4043179340415,5.73,2.77868626168584,0.18,2.15905026322411,0.162785592364015
1992-08-30,13.4367564301753,1.68,2.5646168097705,0.18,2.35840239592137,0.192152744570709
1992-08-31,11.7114044455717,0.13,2.91058976524841,0.15,2.67759148151644,0.181285049823558
1992-09-01,12.1675899756007,1.5,3.00877006414522,0.14,2.43412495380448,0.166633671708614
1992-09-02,14.1469638237721,3.1,2.13597421158415,0.14,2.45654110105768,0.176860192454179
1992-09-03,12.8684291555924,0.13,2.50639565947249,0.14,2.16307144972586,0.168787414305035
1992-09-04,11.5974902491466,0.0,2.91347535809667,0.13,2.05411429126417,0.161538790865422
1992-09-05,11.0716196408726,0.16,2.14228574502326,0.12,2.22013256242198,0.153981419932532
1992-09-06,12.2269747687287,2.52,1.02485651844779,0.12,1.77336212608122,0.15661544297107
1992-09-07,12.6431053861534,0.0,3.29466149605956,0.12,0.888025063660837,0.153925129416886
1992-09-08,11.4177433021296,0.0,2.48232567133025,0.12,2.41922331192801,0.147436106145165
1992-09-09,13.5778656512656,0.0,2.56526717373593,0.12,1.79579122172248,0.139046801498593
1992-09-10,13.5717663706573,0.02,2.06464471292961,0.12,1.70997751335944,0.133955001787741
1992-09-11,13.2795823639026,0.05,2.87061172035189,0.11,1.31347058641334,0.136362964229639
1992-09-12,11.9399084188599,3.95,2.54359149647851,0.11,2.22769171720551,0.13673619164581
1992-09-13,11.3281570568044,0.0,1.31377978352234,0.12,1.77396249266401,0.160259738523482
1992-09-14,11.2932519266935,0.0,1.46111081721008,0.12,1.50934055207237,0.158515531580829
1992-09-15,14.1081926203717,0.0,2.02126475448186,0.11,1.29083203332078,0.147063432151352
1992-09-16,12.3481660802831,0.51,1.98149596386027,0.11,1.19103878255813,0.139934630870397
1992-09-17,14.1717798124549,1.95,2.09583720894357,0.12,1.55564621691742,0.134255171234474
1992-09-18,14.4837087908589,0.29,0.820663185482541,0.12,1.59132828515384,0.152523183111291
1992-09-19,14.5398636961202,1.57,0.98326682891826,0.15,0.957815775707845,0.156625740357859
1992-09-20,14.0423531151478,0.32,1.26435023083189,0.14,0.968476012349129,0.152344732382981
1992-09-21,12.8268011766765,8.15,1.15126608190453,0.15,1.20756509563615,0.1712753866961
1992-09-22,13.9151254988941,33.92,0.505304036557507,0.41,1.23866122336157,0.198898590016634
1992-09-23,12.249512643031,2.96,1.14079524477774,0.99,0.651633330891209,0.222835409703546
1992-09-24,11.3171457591593,0.33,0.800254167813436,0.37,1.52097723536914,0.211758962799447
1992-09-25,10.5017203134651,23.86,0.659987590032986,0.86,0.767207145690918,0.206384889704168
1992-09-26,13.5573423253243,0.03,1.51155066213174,0.95,0.776830369666699,0.199033273741975
1992-09-27,14.9383921007401,0.1,1.52406115475329,0.41,1.11633238773192,0.179116601116172
1992-09-28,15.9818548708485,0.0,1.52849103951424,0.3,1.21953746964855,0.170604181758826
1992-09-29,15.018680679554,5.77,1.5990117128733,0.26,1.23324492766011,0.168878536228955
1992-09-30,13.0500318265004,0.08,1.22114769273901,0.26,1.42621670759493,0.194453137873677
1992-10-01,11.0575301026709,0.01,1.30386579022827,0.24,1.39302149895699,0.18977586705427
1992-10-02,11.13137163664,20.75,0.828860463137379,1.0,1.23531123803508,0.195487552660625
1992-10-03,11.1671758966939,5.55,0.615239337607386,1.28,0.965195269353928,0.2195561614874
1992-10-04,11.5501705232482,0.0,1.61509225752631,0.57,0.999073017268412,0.203513445365088
1992-10-05,10.8239412532784,0.0,1.77848447593592,0.37,1.29053506159013,0.196209893201921
1992-10-06,10.2381295394935,0.0,1.59297050568702,0.3,1.26244535128916,0.191984724921106
1992-10-07,10.0270890131956,0.0,1.40428234007038,0.27,1.2568848027337,0.185773025323737
1992-10-08,9.72003442081396,0.0,1.2059864559098,0.23,0.887030254929296,0.181527184541483
1992-10-09,9.54150300759385,0.0,1.57949261230691,0.21,1.03466265023716,0.177873219643385
1992-10-10,8.97234293157306,0.0,1.61326935517322,0.2,1.22553743422031,0.174154442147154
1992-10-11,9.42390912344367,0.02,1.13026555496072,0.2,1.09453645925368,0.170154314673465
1992-10-12,10.1946574926513,0.0,1.37472475195353,0.2,0.601063326241509,0.167562513408056
1992-10-13,7.85157254099679,0.0,1.00479557106828,0.19,0.84156661985382,0.166827375752017
1992-10-14,7.70385373094902,0.99,0.784486642465744,0.19,0.859158858656883,0.173172904068276
1992-10-15,5.23794924758086,0.0,1.38127453464094,0.19,1.09801658939931,0.18200497458299
1992-10-16,4.645433863655,0.0,1.00935462372654,0.19,1.11012240090678,0.178266093553251
1992-10-17,5.0114204454661,3.37,0.979163998115195,0.19,0.878129094358413,0.173672103471326
1992-10-18,6.62207000359541,0.33,0.905050130772727,0.19,0.818765584018923,0.176787715889129
1992-10-19,4.20705809073794,0.12,0.702516672732789,0.18,0.925745069980621,0.175717934926236
1992-10-20,4.97201921356952,9.82,0.45858793361389,0.34,0.652064641396846,0.194339154631803
1992-10-21,5.2174554016305,0.09,0.787633892557512,0.25,1.06866974383593,0.195324162482317
1992-10-22,6.01822317065909,0.27,0.600886905881732,0.21,0.719659102539862,0.187220573009778
1992-10-23,6.25333257999851,2.06,0.863416479422829,0.21,0.507443812825987,0.187082571859406
1992-10-24,5.60134337086581,11.51,0.759239904912282,0.23,0.993412348531908,0.191797394562159
1992-10-25,5.70633515048643,2.18,0.533330336023076,0.62,0.781866769877172,0.219227117695524
1992-10-26,4.77124044601292,3.11,0.593541043254735,0.38,0.961646653952137,0.212252006156047
1992-10-27,6.10225074793057,6.5,0.45425478753988,0.71,0.658896192908287,0.223130330965225
1992-10-28,5.08467799392311,0.01,0.718324625287729,0.55,0.929741585446942,0.217194142428529
1992-10-29,5.02859080829362,0.0,0.510318472483442,0.36,0.717347493815807,0.213177132463818
1992-10-30,4.87414646769177,0.0,0.513093091323629,0.3,0.616238819014642,0.205575304304569
1992-10-31,4.30819488606646,0.0,0.712993378722997,0.27,0.462104716608601,0.198722710525907
1992-11-01,8.17835090078605,3.69,0.847610596694454,0.28,0.530076014899438,0.192407091889875
1992-11-02,9.27104048941272,1.54,1.27883836258505,0.32,0.503321376539046,0.194891451490043
1992-11-03,8.07435900734242,0.01,0.782231893821003,0.3,1.37398232135081,0.192631563729072
1992-11-04,9.12652686768021,0.0,0.734778967527949,0.28,0.661876130728952,0.185920406672159
1992-11-05,11.3760655419045,0.0,0.541331903395595,0.27,0.533885917355937,0.178089747695369
1992-11-06,11.289864195729,0.0,0.599964424733224,0.26,0.325290269909367,0.175470660842259
1992-11-07,9.86854250966834,0.0,0.438463485306003,0.25,0.375573006608794,0.17712806442085
1992-11-08,5.27738141971519,0.15,0.273504764031888,0.27,0.216159038245678,0.18135468776719
1992-11-09,7.91666247086727,12.45,0.376636836850692,0.52,0.282081781375793,0.201533042112954
1992-11-10,6.35469148022408,10.26,0.503012586534326,0.61,0.650016446748087,0.212389948233246
1992-11-11,5.56166147514121,0.53,0.557166430921379,1.34,0.640418572771934,0.230588039237023
1992-11-12,4.85514268255055,0.1,0.91661514375922,0.69,0.850105225559204,0.221964506350366
1992-11-13,2.43286454196093,0.0,0.380290331088772,0.51,0.681901530873391,0.214507478974614
1992-11-14,0.828991414569738,12.02,0.280201601518419,0.55,0.509193852063148,0.211956976075365
1992-11-15,4.34831900199958,2.11,0.153412342367936,1.95,0.391818504900702,0.228177965706469
1992-11-16,4.61027353442458,2.1,0.180152623024472,0.97,0.229864675671824,0.222197783201455
1992-11-17,4.74985130737837,0.01,0.433620250748535,0.64,0.410984414479425,0.21809582601396
1992-11-18,5.39718236335422,2.75,0.505626789839648,0.52,0.463747473493699,0.213714754302237
1992-11-19,5.49641159016783,0.18,1.11301217195819,0.49,0.550551790623896,0.20698672719076
1992-11-20,5.14067226028682,0.01,0.57114205752377,0.44,0.716524823538719,0.202464706888243
1992-11-21,7.03286806294967,9.67,0.148313698934228,0.79,0.376657696981584,0.213060969732772
1992-11-22,9.96051125144977,4.11,0.337054352284316,1.1,0.156973182193695,0.219305287048984
1992-11-23,11.2810578708042,0.13,1.17246525401454,0.83,0.394897974066196,0.208904954373747
1992-11-24,7.40858471409525,7.02,0.749469185008914,0.69,0.731690414249897,0.209983422202186
1992-11-25,7.43790778486934,3.05,0.811345681459999,0.82,0.775317709532476,0.22448789777232
1992-11-26,5.78916107950439,0.0,0.480538504438409,0.7,1.1387178073487,0.220019755312699
1992-11-27,5.43122877124776,0.12,0.519270253563489,0.57,0.529839597161739,0.216011948326519
1992-11-28,4.85169642739673,0.0,0.132941564822747,0.49,0.456273447602026,0.215600348220809
1992-11-29,6.08871971027188,2.14,0.182468470600782,0.47,0.224144900998762,0.207780030158409
1992-11-30,8.66895730814124,18.27,0.548409778560908,2.18,0.123144974631648,0.220559609495235
