gridcode,Lp,Lp_lower_CI,Lp_higer_CI,gamma,gamma_low,gamma_high,R2
4525,0.26923252106775586,0.2680186511238684,0.2704518886896389,1.8958281024009973,1.8672027295428038,1.9244534752591909,0.6842066226446499
4526,0.27415130195195764,0.2717090541608206,0.2766155018060899,1.913558056890333,1.8524097803475765,1.9747063334330894,0.680990271528404
4527,0.2286989080027323,0.2246777411497967,0.23279204363538059,1.6709446418690546,1.620744838619565,1.721144445118544,0.7208734085719226
4528,0.255674522252202,0.25250032431886366,0.25888862323337675,2.1875712356546133,2.1348841994256835,2.240258271883543,0.5527594409717695
4529,0.309987215955438,0.3073480439835832,0.3126490502764874,2.3663884910977417,2.2832771712814797,2.449499810914004,0.27744829583701525
453,0.23617043436253288,0.23421630883839198,0.2381408636470013,1.7189101846011656,1.6803646699691595,1.7574556992331718,0.6218684788756518
4530,0.203573160006433,0.2017389101649064,0.20542408720820898,3.7443781217928223,3.611591268774106,3.8771649748115387,0.7148144359760742
4531,0.25232432923906384,0.24952811142101253,0.2551518815389956,2.845429078004309,2.7522298307319675,2.9386283252766505,0.774477374888779
4532,0.22809179139437202,0.2231993479532836,0.23309147530477067,2.373323286067329,2.243752003829181,2.502894568305477,0.6234538719833287
4533,0.27769326506381786,0.2756627268722602,0.2797387602479082,3.801970514290677,3.6810504372740542,3.9228905913073,0.7297217164761167
4534,0.2328478924291274,0.23059767635406675,0.2351200665415131,3.264657144262893,3.1469935215922424,3.3823207669335433,0.7257440076485296
4535,0.3095343535494901,0.30601424299567287,0.31309495626533806,3.0126228485183484,2.875397193456398,3.1498485035802988,0.37065086566677585
4536,0.24171919400371256,0.23862992170243305,0.2448484596272182,2.460924006377858,2.343770235752966,2.57807777700275,0.656979554999203
4537,0.28440010566224305,0.27703262529831085,0.29196351878627697,0.5928981303648602,0.5327240227033662,0.6530722380263542,0.4669286100366743
4538,0.24784581541802989,0.24406036897350064,0.2516899752245223,0.5303525466611657,0.5,0.5749330038658259,0.47998427816195
4539,0.2430044858169603,0.241614063255769,0.24440290987803373,1.5255558692374789,1.4810358885194381,1.5700758499555196,0.15796896066969945
454,0.20000000000000007,0.2,0.2018627824274076,1.9446474697255351,1.9138106221500188,1.9754843173010515,0.6120570947695347
